"D11-1004","Optimal Search for Minimum Error Rate Training","2011","41","15","1","1","4268","michel galley","Proceedings of the 2011 Conference on Empirical Methods in Natural Language Processing","0"
"N10-2003","{P}hrasal: A Statistical Machine Translation Toolkit for Exploring New Model Features","2010","15","27","2","0","9653","daniel cer","Proceedings of the {NAACL} {HLT} 2010 Demonstration Session","0"
"N10-1129","Improved Models of Distortion Cost for Statistical Machine Translation","2010","37","31","2","0","34438","spence green","Human Language Technologies: The 2010 Annual Conference of the North {A}merican Chapter of the Association for Computational Linguistics","0"
"N10-1140","Accurate Non-Hierarchical Phrase-Based Translation","2010","30","51","1","1","4268","michel galley","Human Language Technologies: The 2010 Annual Conference of the North {A}merican Chapter of the Association for Computational Linguistics","0"
"W09-0404","Machine Translation Evaluation with Textual Entailment Features","2009","14","7","2","0","411","sebastian pado","Proceedings of the Fourth Workshop on Statistical Machine Translation","0"
"P09-1034","Robust Machine Translation Evaluation with Entailment Features","2009","24","65","2","0","411","sebastian pado","Proceedings of the Joint Conference of the 47th Annual Meeting of the {ACL} and the 4th International Joint Conference on Natural Language Processing of the {AFNLP}","1"
"P09-1087","Quadratic-Time Dependency Parsing for Machine Translation","2009","39","33","1","1","4268","michel galley","Proceedings of the Joint Conference of the 47th Annual Meeting of the {ACL} and the 4th International Joint Conference on Natural Language Processing of the {AFNLP}","1"
"W08-0336","Optimizing {C}hinese Word Segmentation for Machine Translation Performance","2008","19","223","2","0","44447","pichuan chang","Proceedings of the Third Workshop on Statistical Machine Translation","0"
"D08-1084","A Phrase-Based Alignment Model for Natural Language Inference","2008","25","77","2","0","39313","bill maccartney","Proceedings of the 2008 Conference on Empirical Methods in Natural Language Processing","0"
"D08-1089","A Simple and Effective Hierarchical Phrase Reordering Model","2008","22","241","1","1","4268","michel galley","Proceedings of the 2008 Conference on Empirical Methods in Natural Language Processing","0"
"N07-1023","Lexicalized {M}arkov Grammars for Sentence Compression","2007","14","90","1","1","4268","michel galley","Human Language Technologies 2007: The Conference of the North {A}merican Chapter of the Association for Computational Linguistics; Proceedings of the Main Conference","0"
"W06-1643","A Skip-Chain Conditional Random Field for Ranking Meeting Utterances by Importance","2006","26","123","1","1","4268","michel galley","Proceedings of the 2006 Conference on Empirical Methods in Natural Language Processing","0"
"P06-1121","Scalable Inference and Training of Context-Rich Syntactic Translation Models","2006","10","416","1","1","4268","michel galley","Proceedings of the 21st International Conference on Computational Linguistics and 44th Annual Meeting of the Association for Computational Linguistics","1"
"P04-1085","Identifying Agreement and Disagreement in Conversational Speech: Use of {B}ayesian Networks to Model Pragmatic Dependencies","2004","18","170","1","1","4268","michel galley","Proceedings of the 42nd Annual Meeting of the Association for Computational Linguistics ({ACL}-04)","1"
"N04-1035","What{'}s in a translation rule?","2004","9","450","1","1","4268","michel galley","Proceedings of the Human Language Technology Conference of the North {A}merican Chapter of the Association for Computational Linguistics: {HLT}-{NAACL} 2004","0"
"P03-1071","Discourse Segmentation of Multi-Party Conversation","2003","27","254","1","1","4268","michel galley","Proceedings of the 41st Annual Meeting of the Association for Computational Linguistics","1"
