W18-3814,Construction of a Multilingual Corpus Annotated with Translation Relations,2018,-1,-1,2,0,17661,yuming zhai,Proceedings of the First Workshop on Linguistic Resources for Natural Language Processing,0,"Translation relations, which distinguish literal translation from other translation techniques, constitute an important subject of study for human translators (Chuquet and Paillard, 1989). However, automatic processing techniques based on interlingual relations, such as machine translation or paraphrase generation exploiting translational equivalence, have not exploited these relations explicitly until now. In this work, we present a categorisation of translation relations and annotate them in a parallel multilingual (English, French, Chinese) corpus of oral presentations, the TED Talks. Our long term objective will be to automatically detect these relations in order to integrate them as important characteristics for the search of monolingual segments in relation of equivalence (paraphrases) or of entailment. The annotated corpus resulting from our work will be made available to the community."
W12-4201,{WSD} for n-best reranking and local language modeling in {SMT},2012,22,6,4,0,2673,marianna apidianaki,"Proceedings of the Sixth Workshop on Syntax, Semantics and Structure in Statistical Translation",0,"We integrate semantic information at two stages of the translation process of a state-of-the-art SMT system. A Word Sense Disambiguation (WSD) classifier produces a probability distribution over the translation candidates of source words which is exploited in two ways. First, the probabilities serve to rerank a list of n-best translations produced by the system. Second, the WSD predictions are used to build a supplementary language model for each sentence, aimed to favor translations that seem more adequate in this specific sentential context. Both approaches lead to significant improvements in translation performance, highlighting the usefulness of source side disambiguation for SMT."
W12-3141,{LIMSI} @ {WMT}12,2012,23,1,6,1,40944,haison le,Proceedings of the Seventh Workshop on Statistical Machine Translation,0,"This paper describes LIMSI's submissions to the shared translation task. We report results for French-English and German-English in both directions. Our submissions use n-code, an open source system based on bilingual n-grams. In this approach, both the translation and target language models are estimated as conventional smoothed n-gram models; an approach we extend here by estimating the translation probabilities in a continuous space using neural networks. Experimental results show a significant and consistent BLEU improvement of approximately 1 point for all conditions. We also report preliminary experiments using an on-the-fly translation model."
W12-2505,Aligning Bilingual Literary Works: a Pilot Study,2012,16,1,2,0,20569,qian yu,Proceedings of the {NAACL}-{HLT} 2012 Workshop on Computational Linguistics for Literature,0,"Electronic versions of literary works abound on the Internet and the rapid dissemination of electronic readers will make electronic books more and more common. It is often the case that literary works exist in more than one language, suggesting that, if properly aligned, they could be turned into useful resources for many practical applications, such as writing and language learning aids, translation studies, or data-based machine translation. To be of any use, these bilingual works need to be aligned as precisely as possible, a notoriously difficult task. In this paper, we revisit the problem of sentence alignment for literary works and explore the performance of a new, multi-pass, approach based on a combination of systems. Experiments conducted on excerpts of ten masterpieces of the French and English literature show that our approach significantly outperforms two open source tools."
bouamor-etal-2012-contrastive,A contrastive review of paraphrase acquisition techniques,2012,20,3,2,1,516,houda bouamor,Proceedings of the Eighth International Conference on Language Resources and Evaluation ({LREC}'12),0,"This paper addresses the issue of what approach should be used for building a corpus of sententential paraphrases depending on one's requirements. Six strategies are studied: (1) multiple translations into a single language from another language; (2) multiple translations into a single language from different other languages; (3) multiple descriptions of short videos; (4) multiple subtitles for the same language; (5) headlines for similar news articles; and (6) sub-sentential paraphrasing in the context of a Web-based game. We report results on French for 50 paraphrase pairs collected for all these strategies, where corpora were manually aligned at the finest possible level to define oracle performance in terms of accessible sub-sentential paraphrases. The differences observed will be used as criteria for motivating the choice of a given approach before attempting to build a new paraphrase corpus."
F12-2002,Extraction d{'}information automatique en domaine m{\\'e}dical par projection inter-langue : vers un passage {\\`a} l{'}{\\'e}chelle (Automatic Information Extraction in the Medical Domain by Cross-Lingual Projection) [in {F}rench],2012,0,0,3,0,7146,asma abacha,"Proceedings of the Joint Conference JEP-TALN-RECITAL 2012, volume 2: TALN",0,None
F12-2015,Validation sur le Web de reformulations locales: application {\\`a} la Wikip{\\'e}dia (Assisted Rephrasing for {W}ikipedia Contributors through Web-based Validation) [in {F}rench],2012,0,0,2,1,516,houda bouamor,"Proceedings of the Joint Conference JEP-TALN-RECITAL 2012, volume 2: TALN",0,None
F12-2020,"Une {\\'e}tude en 3{D} de la paraphrase: types de corpus, langues et techniques (A Study of Paraphrase along 3 Dimensions : Corpus Types, Languages and Techniques) [in {F}rench]",2012,-1,-1,2,1,516,houda bouamor,"Proceedings of the Joint Conference JEP-TALN-RECITAL 2012, volume 2: TALN",0,None
E12-1073,Validation of sub-sentential paraphrases acquired from parallel monolingual corpora,2012,28,4,2,1,516,houda bouamor,Proceedings of the 13th Conference of the {E}uropean Chapter of the Association for Computational Linguistics,0,"The task of paraphrase acquisition from related sentences can be tackled by a variety of techniques making use of various types of knowledge. In this work, we make the hypothesis that their performance can be increased if candidate paraphrases can be validated using information that characterizes paraphrases independently of the set of techniques that proposed them. We implement this as a bi-class classification problem (i.e. paraphrase vs. not paraphrase), allowing any paraphrase acquisition technique to be easily integrated into the combination system. We report experiments on two languages, English and French, with 5 individual techniques on parallel monolingual parallel corpora obtained via multiple translation, and a large set of classification features including surface to contextual similarity measures. Relative improvements in F-measure close to 18% are obtained on both languages over the best performing techniques."
D12-1066,Generalizing Sub-sentential Paraphrase Acquisition across Original Signal Type of Text Pairs,2012,39,7,1,1,28247,aurelien max,Proceedings of the 2012 Joint Conference on Empirical Methods in Natural Language Processing and Computational Natural Language Learning,0,"This paper describes a study on the impact of the original signal (text, speech, visual scene, event) of a text pair on the task of both manual and automatic sub-sentential paraphrase acquisition. A corpus of 2,500 annotated sentences in English and French is described, and performance on this corpus is reported for an efficient system combination exploiting a large set of features for paraphrase recognition. A detailed quantified typology of sub-sentential paraphrases found in our corpus types is given."
2012.iwslt-papers.20,Towards contextual adaptation for any-text translation,2012,22,3,2,1,26548,li gong,Proceedings of the 9th International Workshop on Spoken Language Translation: Papers,0,"Adaptation for Machine Translation has been studied in a variety of ways, using an ideal scenario where the training data can be split into {''}out-of-domain{''} and {''}in-domain{''} corpora, on which the adaptation is based. In this paper, we consider a more realistic setting which does not assume the availability of any kind of {''}in-domain{''} data, hence the name {''}any-text translation{''}. In this context, we present a new approach to contextually adapt a translation model onthe-fly, and present several experimental results where this approach outperforms conventionaly trained baselines. We also present a document-level contrastive evaluation whose results can be easily interpreted, even by non-specialists."
W11-2135,{LIMSI} @ {WMT}11,2011,19,17,4,0.512821,5598,alexandre allauzen,Proceedings of the Sixth Workshop on Statistical Machine Translation,0,"This paper describes LIMSI's submissions to the Sixth Workshop on Statistical Machine Translation. We report results for the French-English and German-English shared translation tasks in both directions. Our systems use n-code, an open source Statistical Machine Translation system based on bilingual n-grams. For the French-English task, we focussed on finding efficient ways to take advantage of the large and heterogeneous training parallel data. In particular, using a simple filtering strategy helped to improve both processing time and translation quality. To translate from English to French and German, we also investigated the use of the SOUL language model in Machine Translation and showed significant improvements with a 10-gram SOUL model. We also briefly report experiments with several alternatives to the standard n-best MERT procedure, leading to a significant speed-up."
W11-1602,Web-based Validation for Contextual Targeted Paraphrasing,2011,39,4,2,1,516,houda bouamor,Proceedings of the Workshop on Monolingual Text-To-Text Generation,0,"In this work, we present a scenario where contextual targeted paraphrasing of sub-sentential phrases is performed automatically to support the task of text revision. Candidate paraphrases are obtained from a preexisting repertoire and validated in the context of the original sentence using information derived from the Web. We report on experiments on French, where the original sentences to be rewritten are taken from a rewriting memory automatically extracted from the edit history of Wikipedia."
P11-2069,Monolingual Alignment by Edit Rate Computation on Sentential Paraphrase Pairs,2011,17,6,2,1,516,houda bouamor,Proceedings of the 49th Annual Meeting of the Association for Computational Linguistics: Human Language Technologies,0,"In this paper, we present a novel way of tackling the monolingual alignment problem on pairs of sentential paraphrases by means of edit rate computation. In order to inform the edit rate, information in the form of subsentential paraphrases is provided by a range of techniques built for different purposes. We show that the tunable TER-PLUS metric from Machine Translation evaluation can achieve good performance on this task and that it can effectively exploit information coming from complementary sources."
2011.jeptalnrecital-long.33,Paraphrases et modifications locales dans l{'}historique des r{\\'e}visions de Wikip{\\'e}dia (Paraphrases and local changes in the revision history of {W}ikipedia),2011,-1,-1,4,0,35957,camille dutrey,Actes de la 18e conf{\\'e}rence sur le Traitement Automatique des Langues Naturelles. Articles longs,0,"Dans cet article, nous analysons les modifications locales disponibles dans l{'}historique des r{\'e}visions de la version fran{\c{c}}aise de Wikip{\'e}dia. Nous d{\'e}finissons tout d{'}abord une typologie des modifications fond{\'e}e sur une {\'e}tude d{\'e}taill{\'e}e d{'}un large corpus de modifications. Puis, nous d{\'e}taillons l{'}annotation manuelle d{'}une partie de ce corpus afin d{'}{\'e}valuer le degr{\'e} de complexit{\'e} de la t{\^a}che d{'}identification automatique de paraphrases dans ce genre de corpus. Enfin, nous {\'e}valuons un outil d{'}identification de paraphrases {\`a} base de r{\`e}gles sur un sous-ensemble de notre corpus."
2011.jeptalnrecital-long.38,Combinaison d{'}informations pour l{'}alignement monolingue (Information combination for monolingual alignment),2011,-1,-1,2,1,516,houda bouamor,Actes de la 18e conf{\\'e}rence sur le Traitement Automatique des Langues Naturelles. Articles longs,0,"Dans cet article, nous d{\'e}crivons une nouvelle m{\'e}thode d{'}alignement automatique de paraphrases d{'}{\'e}nonc{\'e}s. Nous utilisons des m{\'e}thodes d{\'e}velopp{\'e}es pr{\'e}c{\'e}demment afin de produire diff{\'e}rentes approches hybrides (hybridations). Ces diff{\'e}rentes m{\'e}thodes permettent d{'}acqu{\'e}rir des {\'e}quivalences textuelles {\`a} partir d{'}un corpus monolingue parall{\`e}le. L{'}hybridation combine des informations obtenues par diverses techniques : alignements statistiques, approche symbolique, fusion d{'}arbres syntaxiques et alignement bas{\'e} sur des distances d{'}{\'e}dition. Nous avons {\'e}valu{\'e} l{'}ensemble de ces r{\'e}sultats et nous constatons une am{\'e}lioration sur l{'}acquisition de paraphrases sous-phrastiques."
max-etal-2010-contrastive,Contrastive Lexical Evaluation of Machine Translation,2010,15,10,1,1,28247,aurelien max,Proceedings of the Seventh International Conference on Language Resources and Evaluation ({LREC}'10),0,"This paper advocates a complementary measure of translation performance that focuses on the constrastive ability of two or more systems or system versions to adequately translate source words. This is motivated by three main reasons : 1) existing automatic metrics sometimes do not show significant differences that can be revealed by fine-grained focussed human evaluation, 2) these metrics are based on direct comparisons between system hypotheses with the corresponding reference translations, thus ignoring the input words that were actually translated, and 3) as these metrics do not take input hypotheses from several systems at once, fine-grained contrastive evaluation can only be done indirectly. This proposal is illustrated on a multi-source Machine Translation scenario where multiple translations of a source text are available. Significant gains (up to +1.3 BLEU point) are achieved on these experiments, and contrastive lexical evaluation is shown to provide new information that can help to better analyse a system's performance."
max-wisniewski-2010-mining,Mining Naturally-occurring Corrections and Paraphrases from {W}ikipedia{'}s Revision History,2010,10,40,1,1,28247,aurelien max,Proceedings of the Seventh International Conference on Language Resources and Evaluation ({LREC}'10),0,"Naturally-occurring instances of linguistic phenomena are important both for training and for evaluating automatic text processing. When available in large quantities, they also prove interesting material for linguistic studies. In this article, we present WiCoPaCo (Wikipedia Correction and Paraphrase Corpus), a new freely-available resource built by automatically mining WikipediaÂs revision history. The WiCoPaCo corpus focuses on local modifications made by human revisors and include various types of corrections (such as spelling error or typographical corrections) and rewritings, which can be categorized broadly into meaning-preserving and meaning-altering revisions. We present an initial hand-built typology of these revisions, but the resource allows for any possible annotation scheme. We discuss the main motivations for building such a resource and describe the main technical details guiding its construction. We also present applications and data analysis on French and report initial results on spelling error correction and morphosyntactic rewriting. The WiCoPaCo corpus can be freely downloaded from http://wicopaco.limsi.fr."
D10-1064,Example-Based Paraphrasing for Improved Phrase-Based Statistical Machine Translation,2010,30,18,1,1,28247,aurelien max,Proceedings of the 2010 Conference on Empirical Methods in Natural Language Processing,0,"In this article, an original view on how to improve phrase translation estimates is proposed. This proposal is grounded on two main ideas: first, that appropriate examples of a given phrase should participate more in building its translation distribution; second, that paraphrases can be used to better estimate this distribution. Initial experiments provide evidence of the potential of our approach and its implementation for effectively improving translation performance."
C10-1027,Local lexical adaptation in Machine Translation through triangulation: {SMT} helping {SMT},2010,23,11,2,0.341263,836,josep crego,Proceedings of the 23rd International Conference on Computational Linguistics (Coling 2010),0,"We present a framework where auxiliary MT systems are used to provide lexical predictions to a main SMT system. In this work, predictions are obtained by means of pivoting via auxiliary languages, and introduced into the main SMT system in the form of a low order language model, which is estimated on a sentence-by-sentence basis. The linear combination of models implemented by the decoder is thus extended with this additional language model. Experiments are carried out over three different translation tasks using the European Parliament corpus. For each task, nine additional languages are used as auxiliary languages to obtain the triangulated predictions. Translation accuracy results show that improvements in translation quality are obtained, even for large data conditions."
2010.jeptalnrecital-long.13,Recueil et analyse d{'}un corpus {\\'e}cologique de corrections orthographiques extrait des r{\\'e}visions de Wikip{\\'e}dia,2010,-1,-1,2,0.517241,168,guillaume wisniewski,Actes de la 17e conf{\\'e}rence sur le Traitement Automatique des Langues Naturelles. Articles longs,0,"Dans cet article, nous introduisons une m{\'e}thode {\`a} base de r{\`e}gles permettant d{'}extraire automatiquement de l{'}historique des {\'e}ditions de l{'}encyclop{\'e}die collaborative Wikip{\'e}dia des corrections orthographiques. Cette m{\'e}thode nous a permis de construire un corpus d{'}erreurs compos{\'e} de 72 483 erreurs lexicales (non-word errors) et 74 100 erreurs grammaticales (real-word errors). Il n{'}existe pas, {\`a} notre connaissance, de plus gros corpus d{'}erreurs {\'e}cologiques librement disponible. En outre, les techniques mises en oeuvre peuvent {\^e}tre facilement transpos{\'e}es {\`a} de nombreuses autres langues. La collecte de ce corpus ouvre de nouvelles perspectives pour l{'}{\'e}tude des erreurs fr{\'e}quentes ainsi que l{'}apprentissage et l{'}{\'e}valuation des correcteurs orthographiques automatiques. Plusieurs exp{\'e}riences illustrant son int{\'e}r{\^e}t sont propos{\'e}es."
2010.jeptalnrecital-court.18,Acquisition de paraphrases sous-phrastiques depuis des paraphrases d{'}{\\'e}nonc{\\'e}s,2010,-1,-1,2,1,516,houda bouamor,Actes de la 17e conf{\\'e}rence sur le Traitement Automatique des Langues Naturelles. Articles courts,0,"Dans cet article, nous pr{\'e}sentons la t{\^a}che d{'}acquisition de paraphrases sous-phrastiques (impliquant des paires de mots ou de groupes de mots), et d{\'e}crivons plusieurs techniques op{\'e}rant {\`a} diff{\'e}rents niveaux. Nous d{\'e}crivons une {\'e}valuation visant {\`a} comparer ces techniques et leurs combinaisons sur deux corpus de paraphrases d{'}{\'e}nonc{\'e}s obtenus par traduction multiple. Les conclusions que nous tirons peuvent servir de guide pour am{\'e}liorer des techniques existantes."
2010.iwslt-papers.12,Multi-pivot translation by system combination,2010,28,10,2,0,29312,gregor leusch,Proceedings of the 7th International Workshop on Spoken Language Translation: Papers,0,"This paper describes a technique to exploit multiple pivot languages when using machine translation (MT) on language pairs with scarce bilingual resources, or where no translation system for a language pair is available. The principal idea is to generate intermediate translations in several pivot languages, translate them separately into the target language, and generate a consensus translation out of these using MT system combination techniques. Our technique can also be applied when a translation system for a language pair is available, but is limited in its translation accuracy because of scarce resources. Using statistical MT systems for the 11 different languages of Europarl, we show experimentally that a direct translation system can be replaced by this pivot approach without a loss in translation quality if about six pivot languages are available. Furthermore, we can already improve an existing MT system by adding two pivot systems to it. The maximum improvement was found to be 1.4{\%} abs. in BLEU in our experiments for 8 or more pivot languages."
W09-2503,Sub-sentencial Paraphrasing by Contextual Pivot Translation,2009,26,13,1,1,28247,aurelien max,Proceedings of the 2009 Workshop on Applied Textual Inference ({T}ext{I}nfer),0,"The ability to generate or to recognize paraphrases is key to the vast majority of NLP applications. As correctly exploiting context during translation has been shown to be successful, using context information for paraphrasing could also lead to improved performance. In this article, we adopt the pivot approach based on parallel multilingual corpora proposed by (Bannard and Callison-Burch, 2005), which finds short paraphrases by finding appropriate pivot phrases in one or several auxiliary languages and back-translating these pivot phrases into the original language. We show how context can be exploited both when attempting to find pivot phrases, and when looking for the most appropriate paraphrase in the original subsentential envelope. This framework allows the use of paraphrasing units ranging from words to large sub-sentential fragments for which context information from the sentence can be successfully exploited. We report experiments on a text revision task, and show that in these experiments our contextual sub-sentential paraphrasing system outperforms a strong baseline system."
W09-0417,{LIMSI}{`}s Statistical Translation Systems for {WMT}{`}09,2009,18,3,3,0.444444,5598,alexandre allauzen,Proceedings of the Fourth Workshop on Statistical Machine Translation,0,"This paper describes our Statistical Machine Translation systems for the WMT09 (en:fr) shared task. For this evaluation, we have developed four systems, using two different MT Toolkits: our primary submission, in both directions, is based on Moses, boosted with contextual information on phrases, and is contrasted with a conventional Moses-based system. Additional contrasts are based on the Ncode toolkit, one of which uses (part of) the English/French GigaWord parallel corpus."
2009.jeptalnrecital-long.16,Prise en compte de d{\\'e}pendances syntaxiques pour la traduction contextuelle de segments,2009,-1,-1,1,1,28247,aurelien max,Actes de la 16{\\`e}me conf{\\'e}rence sur le Traitement Automatique des Langues Naturelles. Articles longs,0,"Dans un syst{\`e}me standard de traduction statistique bas{\'e} sur les segments, le score attribu{\'e} aux diff{\'e}rentes traductions d{'}un segment ne d{\'e}pend pas du contexte dans lequel il appara{\^\i}t. Plusieurs travaux r{\'e}cents tendent {\`a} montrer l{'}int{\'e}r{\^e}t de prendre en compte le contexte source lors de la traduction, mais ces {\'e}tudes portent sur des syst{\`e}mes traduisant vers l{'}anglais, une langue faiblement fl{\'e}chie. Dans cet article, nous d{\'e}crivons nos exp{\'e}riences sur la prise en compte du contexte source dans un syst{\`e}me statistique traduisant de l{'}anglais vers le fran{\c{c}}ais, bas{\'e} sur l{'}approche propos{\'e}e par Stroppa et al. (2007). Nous {\'e}tudions l{'}impact de diff{\'e}rents types d{'}indices capturant l{'}information contextuelle, dont des d{\'e}pendances syntaxiques typ{\'e}es. Si les mesures automatiques d{'}{\'e}valuation de la qualit{\'e} d{'}une traduction ne r{\'e}v{\`e}lent pas de gains significatifs de notre syst{\`e}me par rapport {\`a} un syst{\`e}me {\`a} l{'}{\'e}tat de l{'}art ne faisant pas usage du contexte, une {\'e}valuation manuelle conduite sur 100 phrases choisies al{\'e}atoirement est en faveur de notre syst{\`e}me. Cette {\'e}valuation fait {\'e}galement ressortir que la prise en compte de certaines d{\'e}pendances syntaxiques est b{\'e}n{\'e}fique {\`a} notre syst{\`e}me."
2009.jeptalnrecital-demonstration.2,Amener des utilisateurs {\\`a} cr{\\'e}er et {\\'e}valuer des paraphrases par le jeu,2009,-1,-1,2,1,516,houda bouamor,Actes de la 16{\\`e}me conf{\\'e}rence sur le Traitement Automatique des Langues Naturelles. D{\\'e}monstrations,0,"Dans cet article, nous pr{\'e}sentons une application sur le web pour l{'}acquisition de paraphrases phrastiques et sous-phrastiques sous forme de jeu. L{'}application permet l{'}acquisition {\`a} la fois de paraphrases et de jugements humains multiples sur ces paraphrases, ce qui constitue des donn{\'e}es particuli{\`e}rement utiles pour les applications du TAL bas{\'e}es sur les ph{\'e}nom{\`e}nes paraphrastiques."
